ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Dick Skare	Garey Bies	Scattering 		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	35	Lincoln	City	251	Merrill	35251	13	Ward 5	287	266	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	35	Lincoln	City	251	Merrill	35251	14	Ward 6	364	279	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	35	Lincoln	City	251	Merrill	35251	15	Ward 7	289	288	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	35	Lincoln	City	251	Merrill	35251	16	Ward 8	246	234	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	35	Lincoln	City	286	Tomahawk	35286	3	Wards 1 & 2	209	283	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	35	Lincoln	City	286	Tomahawk	35286	4	Wards 3 & 4	224	373	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	35	Lincoln	City	286	Tomahawk	35286	5	Wards 5 & 6	210	364	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	37	Marathon	Town	34	Halsey	37034	2		127	133	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	37	Marathon	Town	36	Hamburg	37036	2		193	243	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	37	Marathon	Town	38	Harrison	37038	2		61	112	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	37	Marathon	Town	40	Hewitt	37040	2		132	180	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	37	Marathon	Village	102	Athens	37102	2	Wards 1 & 2	249	267	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	44	Oneida	Town	2	Cassian	44002	2	Wards 1 & 2	289	359	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	44	Oneida	Town	12	Little Rice	44012	2		79	136	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	44	Oneida	Town	14	Lynne	44014	2		38	53	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	44	Oneida	Town	22	Nokomis	44022	3	Wards 1 & 2	333	484	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 35	7	12	35	3	44	Oneida	Town	38	Woodboro	44038	2		269	251	0		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	11751	15416	14		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Stan Gruszynski	Jeffrey L. Mursau	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	19	Florence	Town	2	Aurora	19002	2	Wards 1 - 3	226	283	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	19	Florence	Town	4	Commonwealth	19004	2	Wards 1 - 3	88	146	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	19	Florence	Town	6	Fence	19006	2		49	74	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	19	Florence	Town	8	Fern	19008	2		42	61	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	19	Florence	Town	10	Florence	19010	2	Wards 1 - 7	429	715	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	19	Florence	Town	12	Homestead	19012	2		89	119	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	19	Florence	Town	14	Long Lake	19014	2		44	70	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	19	Florence	Town	16	Tipler	19016	2		34	66	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	2	Alvin	21002	4	Wards 1 & 2	47	55	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	4	Argonne	21004	4	Wards 1 & 2	133	112	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	6	Armstrong Creek	21006	2		118	116	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	8	Blackwell	21008	2		79	41	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	10	Caswell	21010	2		13	28	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	12	Crandon	21012	4	Wards 1 & 2	189	124	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	14	Freedom	21014	2		88	120	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	16	Hiles	21016	2		129	104	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	18	Laona	21018	5	Wards 1 - 3	278	304	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	20	Lincoln	21020	5	Wards 1 - 3	248	211	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	22	Nashville	21022	3	Ward 1	44	71	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	22	Nashville	21022	4	Ward 2	85	131	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	22	Nashville	21022	5	Ward 3	158	48	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	22	Nashville	21022	6	Ward 4	0	6	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	24	Popple River	21024	2		16	12	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	26	Ross	21026	2		36	33	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	Town	28	Wabeno	21028	7	Wards 1 - 5	249	225	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	21	Forest	City	211	Crandon	21211	9	Wards 1 - 4	389	338	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	34	Langlade	Town	10	Evergreen	34010	2		124	131	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	34	Langlade	Town	12	Langlade	34012	2	Wards 1 & 2	139	128	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	34	Langlade	Town	22	Polar	34022	2	Wards 1 & 2	217	313	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	34	Langlade	Town	24	Price	34024	2	Wards 1 & 2	54	64	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	34	Langlade	Town	34	Wolf River	34034	2	Wards 1 & 2	201	240	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	34	Langlade	Village	191	White Lake	34191	2		82	80	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	7	12	36	3	37	Marathon	Town	22	Elderon	37022	2		158	132	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	7	12	36	3	37	Marathon	Village	104	Birnamwood	37104	2	Ward 2	8	2	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	7	12	36	3	37	Marathon	Village	122	Elderon	37122	2		49	34	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	2	Amberg	38002	2		187	226	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	4	Athelstane	38004	2	Wards 1 & 2	124	191	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	8	Beecher	38008	2	Wards 1 - 3	146	200	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	10	Dunbar	38010	2	Wards 1 & 2	84	611	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	12	Goodman	38012	2		153	168	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	16	Lake	38016	2	Wards 1 & 2	231	373	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	18	Middle Inlet	38018	2	Wards 1 & 2	185	246	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	20	Niagara	38020	2		239	234	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	22	Pembine	38022	2	Wards 1 & 2	206	277	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	26	Porterfield	38026	2	Wards 1 - 3	452	519	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	30	Silver Cliff	38030	2	Wards 1 & 2	113	186	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	32	Stephenson	38032	3	Wards 1 - 3	383	513	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	32	Stephenson	38032	4	Wards 4 - 6	303	491	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	34	Wagner	38034	2		162	212	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Town	36	Wausaukee	38036	2	Wards 1 - 4	265	371	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Village	121	Crivitz	38121	2		182	310	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	Village	191	Wausaukee	38191	2		111	128	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	38	Marinette	City	261	Niagara	38261	5	Wards 1 - 3	398	321	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	40	Menominee	Town	1	Menominee	40001	5	Wards 1, 3 - 5	815	224	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	40	Menominee	Town	1	Menominee	40001	6	Ward 2	182	27	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	43	Oconto	Town	14	Doty	43014	4	Wards 1 & 2	71	98	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	43	Oconto	Town	19	Lakewood	43019	2		210	280	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	43	Oconto	Town	29	Mountain	43029	2	Wards 1 & 2	241	197	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	43	Oconto	Town	36	Riverview	43036	4	Wards 1 & 2	264	228	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	43	Oconto	Town	42	Townsend	43042	2		312	310	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	59	Shawano	Town	2	Almon	59002	2	Wards 1 & 2	134	112	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	59	Shawano	Town	6	Aniwa	59006	2		84	145	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	59	Shawano	Town	8	Bartelme	59008	2		297	64	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	59	Shawano	Town	12	Birnamwood	59012	2	Wards 1 & 2	182	161	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	59	Shawano	Town	26	Hutchins	59026	2		103	173	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	59	Shawano	Town	38	Red Springs	59038	2		268	164	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	59	Shawano	Town	50	Wittenberg	59050	2	Wards 1 & 2	224	187	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	59	Shawano	Village	106	Birnamwood	59106	2	Ward 1	189	139	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	59	Shawano	Village	151	Mattoon	59151	2		73	76	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 36	8	12	36	3	59	Shawano	Village	191	Wittenberg	59191	2	Wards 1 & 2	254	165	0		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	12159	13064	6		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Andy Jorgensen	Kent Koebke	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	13	Dane	Town	2	Albion	13002	2	Wards 1 & 2	746	291	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	13	Dane	Town	16	Christiana	13016	2	Wards 1 & 2	461	217	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	13	Dane	Town	24	Deerfield	13024	2	Wards 1 & 2	532	278	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	13	Dane	Village	111	Cambridge	13111	2	Wards 2 & 3	506	269	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	13	Dane	Village	117	Deerfield	13117	3	Wards 1 - 4	766	349	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	13	Dane	Village	176	Rockdale	13176	2		75	28	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	Town	2	Aztalan	28002	2	Wards 1 & 2	423	359	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	6	13	37	4	28	Jefferson	Town	12	Ixonia	28012	6	Wards 1, 3 & 4	590	1079	6		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	5	13	37	4	28	Jefferson	Town	14	Jefferson	28014	3	Wards 1 & 2	212	261	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	Town	14	Jefferson	28014	4	Wards 3 - 5	373	292	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	Town	16	Koshkonong	28016	3	Wards 1 - 5	1131	866	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	Town	18	Lake Mills	28018	2	Wards 1 & 2	667	516	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	Town	20	Milford	28020	2	Wards 1 & 2	318	262	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	Town	22	Oakland	28022	2	Wards 1 - 4	1087	730	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	Town	28	Sumner	28028	2		297	176	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	Town	30	Waterloo	28030	2		261	219	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	6	13	37	4	28	Jefferson	Town	32	Watertown	28032	3	Wards 1 & 2	496	581	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	Village	111	Cambridge	28111	2	Ward 1	32	15	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	Village	141	Johnson Creek	28141	3	Wards 3 & 4	4	5	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	6	13	37	4	28	Jefferson	Village	146	Lac la Belle	28146	1	Ward 2	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	City	226	Fort Atkinson	28226	22	Wards 1 - 3	1354	861	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	City	226	Fort Atkinson	28226	23	Wards 4 - 6	1222	632	5		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	City	226	Fort Atkinson	28226	24	Wards 7 - 9	1199	764	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	City	241	Jefferson	28241	12	Wards 1 - 8	2255	1253	6		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	5	13	37	4	28	Jefferson	City	241	Jefferson	28241	13	Ward 9	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	City	246	Lake Mills	28246	7	Wards 1 - 4	1773	1286	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	2	13	37	4	28	Jefferson	City	290	Waterloo	28290	6	Wards 1 - 5	943	571	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 37	6	13	37	4	28	Jefferson	City	291	Watertown	28291	25	Wards 19 - 21	1	1	0		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	17724	12161	38		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Dick Pas	Joel Kleefisch	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	2	13	38	4	11	Columbia	City	211	Columbus	11211	5	Wards 1 - 8	1319	1090	6		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Town	2	Ashippun	14002	2	Wards 1 - 3	347	1109	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Town	12	Clyman	14012	2	Wards 1 & 2	111	299	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Town	14	Elba	14014	2	Wards 1 & 2	239	328	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Town	16	Emmet	14016	2	Wards 1 & 2	183	511	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Town	24	Hustisford	14024	2	Wards 1 - 3	218	567	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Town	26	Lebanon	14026	2	Wards 1 & 2	267	642	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Town	32	Lowell	14032	3	Wards 1 & 2	198	357	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Town	36	Portland	14036	2	Wards 1 & 2	238	309	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Town	40	Shields	14040	2		89	218	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Village	111	Clyman	14111	2		87	111	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Village	136	Hustisford	14136	2	Wards 1 & 2	181	358	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Village	147	Lowell	14147	2		64	87	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	Village	177	Reeseville	14177	2		130	176	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	City	211	Columbus	14211	2	Ward 9	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	City	291	Watertown	14291	10	Wards 1 & 2	539	964	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	City	291	Watertown	14291	11	Wards 3 & 4	399	748	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	City	291	Watertown	14291	12	Wards 5 & 6	364	683	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	14	Dodge	City	291	Watertown	14291	13	Ward 7	189	365	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	28	Jefferson	Town	12	Ixonia	28012	7	Ward 2	163	435	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	28	Jefferson	City	291	Watertown	28291	18	Ward 8	178	259	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	28	Jefferson	City	291	Watertown	28291	19	Wards 9 & 10	282	894	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	28	Jefferson	City	291	Watertown	28291	20	Wards 11 & 12	370	563	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	28	Jefferson	City	291	Watertown	28291	22	Wards 13 & 14	425	712	5		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	28	Jefferson	City	291	Watertown	28291	23	Wards 15 & 16	510	910	7		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	6	13	38	4	28	Jefferson	City	291	Watertown	28291	24	Wards 17 & 18	456	1039	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	5	13	38	2	68	Waukesha	Town	22	Oconomowoc	68022	4	Wards 1, 2 & 4	437	1485	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	5	13	38	2	68	Waukesha	Town	22	Oconomowoc	68022	5	Wards 3, 6 & 7	467	1176	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	5	13	38	2	68	Waukesha	Town	22	Oconomowoc	68022	6	Wards 5, 8 & 9	371	1185	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	5	13	38	2	68	Waukesha	Village	146	Lac la Belle	68146	2	Ward 1	38	164	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	5	13	38	2	68	Waukesha	City	265	Oconomowoc	68265	13	Wards 1 - 3 & 21	873	1475	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 38	5	13	38	2	68	Waukesha	City	265	Oconomowoc	68265	17	Wards 4 - 6, 14 & 22	563	1075	2		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	10295	20294	34		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Aaron E. Onsrud	Jeff Fitzgerald	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 39	2	13	39	4	11	Columbia	Village	176	Randolph	11176	2	Ward 3	73	148	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 39	6	13	39	4	14	Dodge	Town	4	Beaver Dam	14004	2	Wards 1 - 5	908	1033	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 39	6	13	39	4	14	Dodge	Town	6	Burnett	14006	2	Wards 1 & 2	185	353	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 39	6	13	39	4	14	Dodge	Town	8	Calamus	14008	4	Wards 1 & 2	185	306	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 39	6	13	39	4	14	Dodge	Town	10	Chester	14010	3	Wards 1 & 2	108	274	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 39	6	13	39	4	14	Dodge	Town	18	Fox Lake	14018	2	Wards 1 - 4	215	453	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 39	6	13	39	4	14	Dodge	Town	20	Herman	14020	2	Wards 1 & 2	125	523	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 39	6	13	39	4	14	Dodge	Town	22	Hubbard	14022	2	Wards 1 - 3	326	647	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 39	6	13	39	4	14	Dodge	Town	28	Leroy	14028	2	Wards 1 & 2	114	402	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 39	6	13	39	4	14	Dodge	Town	30	Lomira	14030	3	Wards 1 & 2	127	476	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 39	6	13	39	4	14	Dodge	Town	34	Oak Grove	14034	2	Wards 1 - 3	222	362	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 39	6	13	39	4	14	Dodge	Town	38	Rubicon	14038	2	Wards 1 - 3	268	947	0		
